fpr,tpr
0.0,0.0
0.0,0.002457002457002457
0.0,0.02457002457002457
0.0,0.029484029484029485
0.0,0.04668304668304668
0.0021598272138228943,0.04668304668304668
0.0021598272138228943,0.056511056511056514
0.004319654427645789,0.056511056511056514
0.004319654427645789,0.08845208845208845
0.0064794816414686825,0.08845208845208845
0.0064794816414686825,0.09336609336609336
0.008639308855291577,0.09336609336609336
0.008639308855291577,0.14250614250614252
0.008639308855291577,0.14742014742014742
0.008639308855291577,0.15233415233415235
0.012958963282937365,0.15233415233415235
0.012958963282937365,0.19656019656019655
0.012958963282937365,0.20147420147420148
0.012958963282937365,0.2113022113022113
0.012958963282937365,0.21621621621621623
0.012958963282937365,0.2678132678132678
0.012958963282937365,0.2727272727272727
0.012958963282937365,0.29238329238329236
0.01511879049676026,0.29238329238329236
0.01511879049676026,0.31695331695331697
0.01511879049676026,0.32432432432432434
0.01511879049676026,0.33906633906633904
0.017278617710583154,0.33906633906633904
0.017278617710583154,0.36363636363636365
0.019438444924406047,0.36609336609336607
0.019438444924406047,0.37346437346437344
0.019438444924406047,0.3783783783783784
0.019438444924406047,0.3931203931203931
0.019438444924406047,0.39803439803439805
0.019438444924406047,0.41277641277641275
0.019438444924406047,0.4176904176904177
0.019438444924406047,0.4275184275184275
0.019438444924406047,0.43734643734643736
0.019438444924406047,0.4643734643734644
0.02159827213822894,0.4643734643734644
0.02159827213822894,0.48157248157248156
0.02159827213822894,0.4864864864864865
0.02159827213822894,0.4963144963144963
0.02159827213822894,0.5012285012285013
0.02159827213822894,0.5208845208845209
0.02591792656587473,0.5208845208845209
0.02591792656587473,0.5331695331695332
0.02591792656587473,0.538083538083538
0.02591792656587473,0.5405405405405406
0.028077753779697623,0.5405405405405406
0.028077753779697623,0.5454545454545454
0.028077753779697623,0.5503685503685504
0.028077753779697623,0.5823095823095823
0.028077753779697623,0.5872235872235873
0.03023758099352052,0.5872235872235873
0.03023758099352052,0.5896805896805897
0.03023758099352052,0.5995085995085995
0.03023758099352052,0.6093366093366094
0.032397408207343416,0.6093366093366094
0.032397408207343416,0.6117936117936118
0.03455723542116631,0.6142506142506142
0.03455723542116631,0.6363636363636364
0.0367170626349892,0.6363636363636364
0.0367170626349892,0.6584766584766585
0.0367170626349892,0.6633906633906634
0.0367170626349892,0.683046683046683
0.0367170626349892,0.687960687960688
0.0367170626349892,0.6953316953316954
0.0367170626349892,0.7002457002457002
0.0367170626349892,0.7051597051597052
0.038876889848812095,0.7051597051597052
0.038876889848812095,0.7100737100737101
0.038876889848812095,0.714987714987715
0.038876889848812095,0.7223587223587223
0.038876889848812095,0.7297297297297297
0.038876889848812095,0.7346437346437347
0.038876889848812095,0.7444717444717445
0.04319654427645788,0.7444717444717445
0.04319654427645788,0.7469287469287469
0.04319654427645788,0.7518427518427518
0.04319654427645788,0.7714987714987716
0.04535637149028078,0.7714987714987716
0.04535637149028078,0.7788697788697788
0.047516198704103674,0.7788697788697788
0.047516198704103674,0.7837837837837838
0.047516198704103674,0.7886977886977887
0.047516198704103674,0.7911547911547911
0.047516198704103674,0.7960687960687961
0.047516198704103674,0.8058968058968059
0.04967602591792657,0.8058968058968059
0.05399568034557235,0.8083538083538083
0.05399568034557235,0.8181818181818182
0.05399568034557235,0.8206388206388207
0.05399568034557235,0.8353808353808354
0.05399568034557235,0.8402948402948403
0.056155507559395246,0.8402948402948403
0.056155507559395246,0.8452088452088452
0.058315334773218146,0.8452088452088452
0.058315334773218146,0.85995085995086
0.058315334773218146,0.8648648648648649
0.058315334773218146,0.8673218673218673
0.06263498920086392,0.8722358722358723
0.06263498920086392,0.8771498771498771
0.06263498920086392,0.8820638820638821
0.06479481641468683,0.8820638820638821
0.06695464362850972,0.8845208845208845
0.07127429805615551,0.8845208845208845
0.07127429805615551,0.8869778869778869
0.0734341252699784,0.8869778869778869
0.0734341252699784,0.9115479115479116
0.07775377969762419,0.9115479115479116
0.07775377969762419,0.914004914004914
0.07775377969762419,0.9213759213759214
0.08207343412526998,0.9213759213759214
0.08207343412526998,0.9262899262899262
0.08423326133909287,0.9262899262899262
0.08423326133909287,0.9287469287469288
0.08639308855291576,0.9287469287469288
0.08639308855291576,0.9361179361179361
0.09503239740820735,0.9361179361179361
0.09503239740820735,0.9385749385749386
0.09935205183585313,0.9385749385749386
0.09935205183585313,0.941031941031941
0.1101511879049676,0.941031941031941
0.1101511879049676,0.9434889434889435
0.13174946004319654,0.9434889434889435
0.13174946004319654,0.9484029484029484
0.13390928725701945,0.9484029484029484
0.13390928725701945,0.9508599508599509
0.13822894168466524,0.9508599508599509
0.13822894168466524,0.9533169533169533
0.14038876889848811,0.9533169533169533
0.14038876889848811,0.9557739557739557
0.1490280777537797,0.9557739557739557
0.1490280777537797,0.9582309582309583
0.15982721382289417,0.9582309582309583
0.16414686825053995,0.9582309582309583
0.17926565874730022,0.9582309582309583
0.183585313174946,0.9582309582309583
0.19222462203023757,0.9582309582309583
0.19222462203023757,0.9631449631449631
0.20734341252699784,0.9631449631449631
0.20734341252699784,0.9656019656019657
0.21382289416846653,0.9656019656019657
0.21382289416846653,0.9680589680589681
0.2203023758099352,0.9680589680589681
0.2203023758099352,0.9705159705159705
0.22462203023758098,0.9705159705159705
0.22462203023758098,0.972972972972973
0.23110151187904968,0.972972972972973
0.23542116630669546,0.972972972972973
0.2505399568034557,0.972972972972973
0.2505399568034557,0.9754299754299754
0.3563714902807775,0.9754299754299754
0.36069114470842334,0.9754299754299754
0.3650107991360691,0.9754299754299754
0.3650107991360691,0.9778869778869779
0.367170626349892,0.9778869778869779
0.367170626349892,0.9803439803439803
0.3693304535637149,0.9803439803439803
0.37365010799136067,0.9803439803439803
0.3801295896328294,0.9803439803439803
0.3801295896328294,0.9828009828009828
0.42548596112311016,0.9828009828009828
0.42548596112311016,0.9852579852579852
0.4427645788336933,0.9852579852579852
0.4470842332613391,0.9852579852579852
0.468682505399568,0.9852579852579852
0.468682505399568,0.9877149877149877
0.5161987041036717,0.9877149877149877
0.5205183585313174,0.9877149877149877
0.5421166306695464,0.9877149877149877
0.5464362850971922,0.9877149877149877
0.5637149028077754,0.9877149877149877
0.5637149028077754,0.9901719901719902
0.5658747300215983,0.9901719901719902
0.5701943844492441,0.9901719901719902
0.6371490280777538,0.9901719901719902
0.6371490280777538,0.9926289926289926
0.6803455723542117,0.9926289926289926
0.6803455723542117,0.995085995085995
0.7602591792656588,0.995085995085995
0.7602591792656588,0.9975429975429976
0.7732181425485961,0.9975429975429976
0.7818574514038877,0.9975429975429976
0.7926565874730022,0.9975429975429976
0.796976241900648,0.9975429975429976
0.8768898488120951,0.9975429975429976
0.8812095032397408,0.9975429975429976
0.9028077753779697,0.9975429975429976
0.9071274298056156,0.9975429975429976
0.9136069114470843,0.9975429975429976
0.91792656587473,0.9975429975429976
0.9762419006479481,0.9975429975429976
0.9762419006479481,1.0
1.0,1.0
